sku_id;firm_id;pack_spec_id;product_group;packaging_role;gekap_material;pack_format;gtip6_context;gtip6_description;gtip_note;sku_volume_share;unit_pack_weight_g_true;unit_pack_weight_g_recorded;weight_matrix_status;weight_matrix_vintage_year;weight_dist_p10_g;weight_dist_p50_g;weight_dist_p90_g;weight_distribution;data_source_type;source_ids
SYN-FRM-000549-SKU07;SYN-FRM-000549;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.085228;354.29;359.662;guncel;2023;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000549-SKU08;SYN-FRM-000549;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.061917;21993.128;21764.727;guncel;2023;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000549-SKU09;SYN-FRM-000549;PS-006;Salca ve konserve;birincil;metal;Teneke kutu 400 g;200290;Domates - sirke disi hazirlanmis;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.073805;39.365;40.246;guncel;2023;45.0;56.0;70.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000549-SKU10;SYN-FRM-000549;PS-003;Gazli icecek;birincil;cam;Cam sise 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.146525;199.745;196.843;guncel;2023;180.0;215.0;260.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000549-SKU11;SYN-FRM-000549;PS-004;Gazli icecek;birincil;metal;Aluminyum kutu 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.288071;14.873;15.022;guncel;2023;12.0;13.5;16.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000550-SKU01;SYN-FRM-000550;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.085355;21900.334;22133.181;guncel;2026;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000550-SKU02;SYN-FRM-000550;PS-027;Endustriyel kimyasal;birincil;plastik;HDPE bidon 5 L;382499;Kimyasal musttahzarlar;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.145112;373.68;370.573;guncel;2026;250.0;380.0;600.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000550-SKU03;SYN-FRM-000550;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.028217;311.631;315.289;guncel;2026;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000550-SKU04;SYN-FRM-000550;PS-026;Boya;birincil;metal;Metal kova 2,5 L;320810;Boyalar - susuz ortam;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.591879;401.663;396.512;guncel;2026;250.0;380.0;600.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000550-SKU05;SYN-FRM-000550;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.149438;55.566;55.369;guncel;2026;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000551-SKU01;SYN-FRM-000551;PS-019;Hazir giyim kutu;ikincil;kagit_karton;Karton kutu;620342;Pamuklu pantolon;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.058625;108.878;117.51;eskimis;2019;40.0;80.0;150.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000551-SKU02;SYN-FRM-000551;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.281277;22668.088;26276.728;eskimis;2019;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000551-SKU03;SYN-FRM-000551;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.086979;220.204;247.038;eskimis;2019;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000551-SKU04;SYN-FRM-000551;PS-018;Hazir giyim;birincil;plastik;LDPE poset;610910;Pamuklu tisort;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.155473;11.877;13.543;eskimis;2019;8.0;14.0;25.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000551-SKU05;SYN-FRM-000551;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.417647;42.334;45.015;eskimis;2019;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU01;SYN-FRM-000552;PS-003;Gazli icecek;birincil;cam;Cam sise 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.186302;235.251;229.41;guncel;2026;180.0;215.0;260.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU02;SYN-FRM-000552;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.003548;381.334;374.493;guncel;2026;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU03;SYN-FRM-000552;PS-002;Ambalajli su;birincil;plastik;PET sise 1,5 L;220110;Mineral sular ve gazli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.100955;28.146;28.843;guncel;2026;28.0;34.0;42.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU04;SYN-FRM-000552;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.29795;26177.807;26924.863;guncel;2026;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU05;SYN-FRM-000552;PS-008;Kuru gida ve biskuvi;birincil;kagit_karton;Karton kutu;190531;Tatli biskuviler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.13361;54.722;55.209;guncel;2026;30.0;52.0;90.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU06;SYN-FRM-000552;PS-007;Recel ve turşu;birincil;cam;Cam kavanoz 500 ml;200799;Recel jel ve marmelat;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.007931;340.54;340.213;guncel;2026;240.0;295.0;360.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU07;SYN-FRM-000552;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.081679;92.923;92.529;guncel;2026;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU08;SYN-FRM-000552;PS-004;Gazli icecek;birincil;metal;Aluminyum kutu 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.112999;12.774;13.271;guncel;2026;12.0;13.5;16.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000552-SKU09;SYN-FRM-000552;PS-006;Salca ve konserve;birincil;metal;Teneke kutu 400 g;200290;Domates - sirke disi hazirlanmis;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.075027;53.616;56.145;guncel;2026;45.0;56.0;70.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU01;SYN-FRM-000553;PS-002;Ambalajli su;birincil;plastik;PET sise 1,5 L;220110;Mineral sular ve gazli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.185383;41.301;45.479;eskimis;2021;28.0;34.0;42.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU02;SYN-FRM-000553;PS-001;Ambalajli su;birincil;plastik;PET sise 0,5 L;220110;Mineral sular ve gazli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.064246;14.625;16.695;eskimis;2021;12.0;16.0;22.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU03;SYN-FRM-000553;PS-008;Kuru gida ve biskuvi;birincil;kagit_karton;Karton kutu;190531;Tatli biskuviler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.043125;69.533;76.758;eskimis;2021;30.0;52.0;90.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU04;SYN-FRM-000553;PS-006;Salca ve konserve;birincil;metal;Teneke kutu 400 g;200290;Domates - sirke disi hazirlanmis;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.251716;51.354;58.649;eskimis;2021;45.0;56.0;70.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU05;SYN-FRM-000553;PS-007;Recel ve turşu;birincil;cam;Cam kavanoz 500 ml;200799;Recel jel ve marmelat;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.057822;326.516;365.21;eskimis;2021;240.0;295.0;360.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU06;SYN-FRM-000553;PS-004;Gazli icecek;birincil;metal;Aluminyum kutu 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.069791;14.056;15.689;eskimis;2021;12.0;13.5;16.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU07;SYN-FRM-000553;PS-003;Gazli icecek;birincil;cam;Cam sise 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.094;177.515;206.246;eskimis;2021;180.0;215.0;260.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU08;SYN-FRM-000553;PS-005;Meyve suyu;birincil;kompozit;Karton kutu 1 L;200980;Diger meyve ve sebze sulari;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.047295;27.83;30.018;eskimis;2021;26.0;30.0;36.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU09;SYN-FRM-000553;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.089651;321.362;383.911;eskimis;2021;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU10;SYN-FRM-000553;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.075206;99.805;112.723;eskimis;2021;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000553-SKU11;SYN-FRM-000553;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.021765;25410.294;27113.471;eskimis;2021;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000554-SKU01;SYN-FRM-000554;PS-018;Hazir giyim;birincil;plastik;LDPE poset;610910;Pamuklu tisort;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.083552;10.25;10.214;guncel;2024;8.0;14.0;25.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000554-SKU02;SYN-FRM-000554;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.207943;131.647;127.614;guncel;2024;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000554-SKU03;SYN-FRM-000554;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.094544;363.984;354.419;guncel;2024;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000554-SKU04;SYN-FRM-000554;PS-019;Hazir giyim kutu;ikincil;kagit_karton;Karton kutu;620342;Pamuklu pantolon;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.533686;63.305;63.66;guncel;2024;40.0;80.0;150.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000554-SKU05;SYN-FRM-000554;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.080275;19264.786;19755.504;guncel;2024;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000555-SKU01;SYN-FRM-000555;PS-014;Camasir suyu;birincil;plastik;HDPE sise 2 L;340290;Yuzey aktif musttahzarlar - diger;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.364738;103.518;104.259;guncel;2026;70.0;90.0;120.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000555-SKU02;SYN-FRM-000555;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.286037;22453.354;22228.747;guncel;2026;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000555-SKU03;SYN-FRM-000555;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.349225;241.555;239.743;guncel;2026;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000556-SKU01;SYN-FRM-000556;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.449857;183.359;186.418;guncel;2026;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000556-SKU02;SYN-FRM-000556;PS-017;Elektronik koruma;birincil;kompozit;Kopuk ve karton kompozit ic dolgu;851712;Telefon cihazlari;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.251591;148.618;151.007;guncel;2026;60.0;110.0;200.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000556-SKU03;SYN-FRM-000556;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.169548;356.22;357.497;guncel;2026;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000556-SKU04;SYN-FRM-000556;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.129004;25665.0;25238.793;guncel;2026;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU01;SYN-FRM-000557;PS-004;Gazli icecek;birincil;metal;Aluminyum kutu 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.093615;14.826;14.836;guncel;2025;12.0;13.5;16.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU02;SYN-FRM-000557;PS-005;Meyve suyu;birincil;kompozit;Karton kutu 1 L;200980;Diger meyve ve sebze sulari;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.149261;38.521;38.065;guncel;2025;26.0;30.0;36.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU03;SYN-FRM-000557;PS-006;Salca ve konserve;birincil;metal;Teneke kutu 400 g;200290;Domates - sirke disi hazirlanmis;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.128774;54.111;55.091;guncel;2025;45.0;56.0;70.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU04;SYN-FRM-000557;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.256743;285.207;291.628;guncel;2025;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU05;SYN-FRM-000557;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.105272;132.367;131.643;guncel;2025;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU06;SYN-FRM-000557;PS-007;Recel ve turşu;birincil;cam;Cam kavanoz 500 ml;200799;Recel jel ve marmelat;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.094142;350.002;365.971;guncel;2025;240.0;295.0;360.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU07;SYN-FRM-000557;PS-003;Gazli icecek;birincil;cam;Cam sise 0,33 L;220210;Ilave sekerli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.046272;197.625;199.878;guncel;2025;180.0;215.0;260.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU08;SYN-FRM-000557;PS-001;Ambalajli su;birincil;plastik;PET sise 0,5 L;220110;Mineral sular ve gazli sular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.049134;15.079;14.692;guncel;2025;12.0;16.0;22.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000557-SKU09;SYN-FRM-000557;PS-008;Kuru gida ve biskuvi;birincil;kagit_karton;Karton kutu;190531;Tatli biskuviler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.076787;58.731;60.384;guncel;2025;30.0;52.0;90.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000558-SKU01;SYN-FRM-000558;PS-029;Palet;ucuncul;ahsap;EUR tipi ahsap palet;441510;Ahsaptan sandik kutu kafes ve palet;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.194201;24205.094;25163.471;guncel;2026;20000.0;23000.0;27000.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000558-SKU02;SYN-FRM-000558;PS-028;Tasima kolisi;ikincil;kagit_karton;Oluklu mukavva koli standart;481910;Oluklu kagit veya kartondan kutular;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.330786;386.483;377.384;guncel;2026;250.0;350.0;500.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000558-SKU03;SYN-FRM-000558;PS-030;Streç ve bant;ucuncul;plastik;Strec film ve bantlama;392010;Etilen polimerlerinden plakalar ve filmler;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.136991;47.23;46.458;guncel;2026;40.0;90.0;180.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
SYN-FRM-000558-SKU04;SYN-FRM-000558;PS-018;Hazir giyim;birincil;plastik;LDPE poset;610910;Pamuklu tisort;"GTIP yalnizca urun siniflandirma baglamidir; ambalaj agirligi GTIP'ten turetilmemistir";0.180477;13.455;13.338;guncel;2026;8.0;14.0;25.0;lognormal(mu=ln(p50), sigma=(ln(p90)-ln(p10))/(2*1.2816));synthetic;"SYN-BOM-01;SYN-GEN-01"
